"","X","Date","District","Meantemp","Totalrain","sumAOI","meanAOI","meanADI","Number.of.Sites","Total.traps","Number.of.positive.traps","Nummosquito","Nummosquito.per.trap","Nummosquito.per.1000.traps","Period","year","month"
"154",154,2014-04-01,"Hong Kong Island & Kowloon",22.72777778,126.875,0.295,0.012291667,NA,24,1320,16,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","04"
"155",155,2014-04-01,"New Territories East",22.54888889,118.6666667,0.283,0.035375,NA,8,440,16,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","04"
"156",156,2014-04-01,"New Territories West",22.90866667,126.375,0.21,0.0175,NA,12,660,12,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","04"
"157",157,2014-05-01,"Hong Kong Island & Kowloon",26.26344086,711.875,2.369,0.098708333,NA,24,1320,130,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","05"
"158",158,2014-05-01,"New Territories East",25.95483871,670.5,1.238,0.15475,NA,8,440,68,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","05"
"159",159,2014-05-01,"New Territories West",26.23677419,526.25,1.62,0.135,NA,12,660,89,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","05"
"160",160,2014-06-01,"Hong Kong Island & Kowloon",28.83777778,413.675,2.743,0.114291667,NA,24,1320,151,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","06"
"161",161,2014-06-01,"New Territories East",28.64555556,316.5,1.285,0.160625,NA,8,440,71,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","06"
"162",162,2014-06-01,"New Territories West",28.664,288.25,1.081,0.090083333,NA,12,660,59,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","06"
"163",163,2014-07-01,"Hong Kong Island & Kowloon",29.61827957,231.2,2.393,0.099708333,NA,24,1320,132,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","07"
"164",164,2014-07-01,"New Territories East",29.41505376,237.8333333,1.373,0.171625,NA,8,440,76,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","07"
"165",165,2014-07-01,"New Territories West",29.27935484,140,0.776,0.064666667,NA,12,660,43,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","07"
"166",166,2014-08-01,"Hong Kong Island & Kowloon",28.79569892,535.4,1.471,0.061291667,NA,24,1320,81,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","08"
"167",167,2014-08-01,"New Territories East",28.64731183,232.8333333,0.696,0.087,NA,8,440,38,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","08"
"168",168,2014-08-01,"New Territories West",28.54013348,264.125,0.693,0.05775,NA,12,660,38,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","08"
"169",169,2014-09-01,"Hong Kong Island & Kowloon",28.70777778,126.9,1.023,0.042625,NA,24,1320,56,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","09"
"170",170,2014-09-01,"New Territories East",28.51777778,185.6666667,0.319,0.039875,NA,8,440,18,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","09"
"171",171,2014-09-01,"New Territories West",28.466,77,0.439,0.036583333,NA,12,660,24,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","09"
"172",172,2014-10-01,"Hong Kong Island & Kowloon",25.94946237,118.575,0.514,0.021416667,NA,24,1320,28,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","10"
"173",173,2014-10-01,"New Territories East",25.72580645,16.83333333,0.274,0.03425,NA,8,440,15,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","10"
"174",174,2014-10-01,"New Territories West",26.00307527,22,0.193,0.016083333,NA,12,660,11,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","10"
"175",175,2014-11-01,"Hong Kong Island & Kowloon",22.55222222,49.575,0.094,0.003916667,NA,24,1320,5,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","11"
"176",176,2014-11-01,"New Territories East",22.17111111,22,0.056,0.007,NA,8,440,3,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","11"
"177",177,2014-11-01,"New Territories West",22.40066667,29.625,0.036,0.003,NA,12,660,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","11"
"178",178,2014-12-01,"Hong Kong Island & Kowloon",16.27634409,39.575,0.018,0.00075,NA,24,1320,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","12"
"179",179,2014-12-01,"New Territories East",15.25913978,41,0.038,0.00475,NA,8,440,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","12"
"180",180,2014-12-01,"New Territories West",15.59354839,34.125,0,0,NA,12,660,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2014","12"
"181",181,2015-01-01,"Hong Kong Island & Kowloon",16.26344086,38.275,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","01"
"182",182,2015-01-01,"New Territories East",15.56666667,43.66666667,0,0,NA,9,495,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","01"
"183",183,2015-01-01,"New Territories West",16.13483871,25.25,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","01"
"184",184,2015-02-01,"Hong Kong Island & Kowloon",17.525,27.575,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","02"
"185",185,2015-02-01,"New Territories East",17.1547619,17.66666667,0,0,NA,9,495,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","02"
"186",186,2015-02-01,"New Territories West",17.67357143,26.125,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","02"
"187",187,2015-03-01,"Hong Kong Island & Kowloon",19.9688172,22.85,0.036,0.0015,NA,30,1650,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","03"
"188",188,2015-03-01,"New Territories East",19.54086022,14.5,0.02,0.0025,NA,9,495,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","03"
"189",189,2015-03-01,"New Territories West",20.19483871,11.875,0.019,0.001583333,NA,13,715,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","03"
"190",190,2015-04-01,"Hong Kong Island & Kowloon",23.19888889,53.9,0.577,0.024041667,NA,30,1650,32,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","04"
"191",191,2015-04-01,"New Territories East",23.00888889,47.33333333,0.146,0.01825,NA,9,495,8,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","04"
"192",192,2015-04-01,"New Territories West",23.128,55.75,0.19,0.015833333,NA,13,715,10,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","04"
"193",193,2015-05-01,"Hong Kong Island & Kowloon",27.22150538,496.75,1.993,0.083041667,NA,30,1650,110,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","05"
"194",194,2015-05-01,"New Territories East",27.03010753,588,0.626,0.07825,NA,9,495,34,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","05"
"195",195,2015-05-01,"New Territories West",27.21612903,365.75,0.732,0.061,NA,13,715,40,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","05"
"196",196,2015-06-01,"Hong Kong Island & Kowloon",29.44222222,259.4,2.815,0.117291667,NA,30,1650,155,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","06"
"197",197,2015-06-01,"New Territories East",29.48555556,187.8333333,1.315,0.164375,NA,9,495,72,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","06"
"198",198,2015-06-01,"New Territories West",29.202,167.875,0.987,0.08225,NA,13,715,54,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","06"
"199",199,2015-07-01,"Hong Kong Island & Kowloon",28.93763441,428.9,1.266,0.05275,NA,30,1650,70,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","07"
"200",200,2015-07-01,"New Territories East",28.68387097,315.3333333,0.807,0.100875,NA,9,495,44,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","07"
"201",201,2015-07-01,"New Territories West",28.65935484,283,0.495,0.04125,NA,13,715,27,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","07"
"202",202,2015-08-01,"Hong Kong Island & Kowloon",29.04731183,177.75,1.678,0.069916667,NA,30,1650,92,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","08"
"203",203,2015-08-01,"New Territories East",28.93225806,237.6666667,0.734,0.09175,NA,9,495,40,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","08"
"204",204,2015-08-01,"New Territories West",28.66064516,181.5,0.693,0.05775,NA,13,715,38,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","08"
"205",205,2015-09-01,"Hong Kong Island & Kowloon",28.23222222,110.525,0.876,0.0365,NA,30,1650,48,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","09"
"206",206,2015-09-01,"New Territories East",27.96555556,145.3333333,0.666,0.08325,NA,9,495,37,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","09"
"207",207,2015-09-01,"New Territories West",28,92.5,0.73,0.060833333,NA,13,715,40,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","09"
"208",208,2015-10-01,"Hong Kong Island & Kowloon",25.80537634,131.6,1.042,0.034733333,NA,30,1650,57,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","10"
"209",209,2015-10-01,"New Territories East",25.31075269,280.5,0.321,0.035666667,NA,9,495,18,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","10"
"210",210,2015-10-01,"New Territories West",25.52191398,154.375,0.371,0.028538462,NA,13,715,20,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","10"
"211",211,2015-11-01,"Hong Kong Island & Kowloon",24.00222222,26.2,0.276,0.0092,NA,30,1650,15,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","11"
"212",212,2015-11-01,"New Territories East",23.45777778,26.66666667,0.085,0.009444444,NA,9,495,5,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","11"
"213",213,2015-11-01,"New Territories West",23.75933333,8.375,0.089,0.006846154,NA,13,715,5,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","11"
"214",214,2015-12-01,"Hong Kong Island & Kowloon",18.64516129,63.025,0.037,0.001233333,NA,30,1650,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","12"
"215",215,2015-12-01,"New Territories East",17.62580645,66.83333333,0.018,0.002,NA,9,495,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","12"
"216",216,2015-12-01,"New Territories West",17.9116129,42.5,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2015","12"
"217",217,2016-01-01,"Hong Kong Island & Kowloon",16.14193548,218.525,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","01"
"218",218,2016-01-01,"New Territories East",15.29784946,232.3333333,0,0,NA,9,495,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","01"
"219",219,2016-01-01,"New Territories West",15.59419355,254.25,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","01"
"220",220,2016-02-01,"Hong Kong Island & Kowloon",15.58965517,25.425,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","02"
"221",221,2016-02-01,"New Territories East",14.60574713,35.33333333,0,0,NA,9,495,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","02"
"222",222,2016-02-01,"New Territories West",14.89517241,31.75,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","02"
"223",223,2016-03-01,"Hong Kong Island & Kowloon",17.64731183,161.1,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","03"
"224",224,2016-03-01,"New Territories East",17.16021505,140.3333333,0,0,NA,9,495,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","03"
"225",225,2016-03-01,"New Territories West",17.61225806,128.625,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","03"
"226",226,2016-04-01,"Hong Kong Island & Kowloon",23.65666667,225.875,0.497,0.016566667,NA,30,1650,27,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","04"
"227",227,2016-04-01,"New Territories East",23.54095238,196.1666667,0.12,0.013333333,NA,9,495,7,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","04"
"228",228,2016-04-01,"New Territories West",23.68793103,198.5,0.165,0.012692308,NA,13,715,9,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","04"
"229",229,2016-05-01,"Hong Kong Island & Kowloon",26.68709677,195.55,2.399,0.079966667,NA,30,1650,132,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","05"
"230",230,2016-05-01,"New Territories East",26.32258065,278.1666667,1.147,0.127444444,NA,9,495,63,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","05"
"231",231,2016-05-01,"New Territories West",26.57870968,297.375,1.304,0.100307692,NA,13,715,72,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","05"
"232",232,2016-06-01,"Hong Kong Island & Kowloon",29.00333333,350.225,3.896,0.129866667,NA,30,1650,214,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","06"
"233",233,2016-06-01,"New Territories East",28.80888889,278.5,1.303,0.144777778,NA,9,495,72,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","06"
"234",234,2016-06-01,"New Territories West",28.782,211.5,1.639,0.126076923,NA,13,715,90,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","06"
"235",235,2016-07-01,"Hong Kong Island & Kowloon",29.58164875,201.95,3.724,0.124133333,NA,30,1650,205,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","07"
"236",236,2016-07-01,"New Territories East",29.33,168.5,1.068,0.118666667,NA,9,495,59,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","07"
"237",237,2016-07-01,"New Territories West",29.16193548,163.25,1.282,0.098615385,NA,13,715,71,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","07"
"238",238,2016-08-01,"Hong Kong Island & Kowloon",28.34193548,477.3,2.192,0.073066667,NA,30,1650,121,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","08"
"239",239,2016-08-01,"New Territories East",28.09569892,535.3333333,0.727,0.080777778,NA,9,495,40,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","08"
"240",240,2016-08-01,"New Territories West",27.85225806,441.75,0.785,0.060384615,NA,13,715,43,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","08"
"241",241,2016-09-01,"Hong Kong Island & Kowloon",27.97306513,313.5,1.871,0.062366667,NA,30,1650,103,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","09"
"242",242,2016-09-01,"New Territories East",27.55666667,202.8333333,0.549,0.061,NA,9,495,30,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","09"
"243",243,2016-09-01,"New Territories West",27.43466667,216.375,0.898,0.069076923,NA,13,715,49,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","09"
"244",244,2016-10-01,"Hong Kong Island & Kowloon",26.64894327,552.325,0.985,0.032833333,NA,30,1650,54,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","10"
"245",245,2016-10-01,"New Territories East",26.06236559,507.3333333,0.25,0.027777778,NA,9,495,14,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","10"
"246",246,2016-10-01,"New Territories West",26.34387097,207.875,0.13,0.01,NA,13,715,7,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","10"
"247",247,2016-11-01,"Hong Kong Island & Kowloon",22.13777778,130.575,0.205,0.006833333,NA,30,1650,11,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","11"
"248",248,2016-11-01,"New Territories East",21.39288889,84,0.071,0.007888889,NA,9,495,4,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","11"
"249",249,2016-11-01,"New Territories West",21.57,96.875,0.052,0.004,NA,13,715,3,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","11"
"250",250,2016-12-01,"Hong Kong Island & Kowloon",19.62258065,10.275,0.018,6e-04,NA,30,1650,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","12"
"251",251,2016-12-01,"New Territories East",18.5827957,9.166666667,0.017,0.001888889,NA,9,495,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","12"
"252",252,2016-12-01,"New Territories West",19.20621505,8.75,0.019,0.001461538,NA,13,715,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2016","12"
"253",253,2017-01-01,"Hong Kong Island & Kowloon",18.48593879,8.75,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","01"
"254",254,2017-01-01,"New Territories East",17.83548387,10,0.016,0.001777778,NA,9,495,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","01"
"255",255,2017-01-01,"New Territories West",18.21290323,7.125,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","01"
"256",256,2017-02-01,"Hong Kong Island & Kowloon",16.7047619,19.225,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","02"
"257",257,2017-02-01,"New Territories East",16.2542769,21,0,0,NA,9,495,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","02"
"258",258,2017-02-01,"New Territories West",16.66642857,35.375,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","02"
"259",259,2017-03-01,"Hong Kong Island & Kowloon",19.32071685,38.625,0,0,NA,30,1650,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","03"
"260",260,2017-03-01,"New Territories East",18.90967742,51.5,0.033,0.003666667,NA,9,495,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","03"
"261",261,2017-03-01,"New Territories West",19.53354839,48,0.018,0.001384615,NA,13,715,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","03"
"262",262,2017-04-01,"Hong Kong Island & Kowloon",22.94333333,74.575,0.58,0.019333333,NA,30,1650,32,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","04"
"263",263,2017-04-01,"New Territories East",22.73777778,101.3333333,0.136,0.015111111,NA,9,495,7,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","04"
"264",264,2017-04-01,"New Territories West",22.86933333,92.75,0.218,0.016769231,NA,13,715,12,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","04"
"265",265,2017-05-01,"Hong Kong Island & Kowloon",25.73763441,316.45,4.235,0.141166667,NA,30,1650,233,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","05"
"266",266,2017-05-01,"New Territories East",25.56236559,249.3333333,1.597,0.177444444,NA,9,495,88,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","05"
"267",267,2017-05-01,"New Territories West",25.75870968,211.5,1.652,0.127076923,NA,13,715,91,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","05"
"268",268,2017-06-01,"Hong Kong Island & Kowloon",28.68777778,633.75,3.389,0.112966667,NA,30,1650,186,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","06"
"269",269,2017-06-01,"New Territories East",28.56555556,596.3333333,0.826,0.091777778,NA,9,495,45,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","06"
"270",270,2017-06-01,"New Territories West",28.52133333,386.375,1.033,0.079461538,NA,13,715,57,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","06"
"271",271,2017-07-01,"Hong Kong Island & Kowloon",28.8655914,606.75,3.277,0.109233333,NA,30,1650,180,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","07"
"272",272,2017-07-01,"New Territories East",28.55913978,703.1666667,0.997,0.110777778,NA,9,495,55,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","07"
"273",273,2017-07-01,"New Territories West",28.34387097,404.25,1.241,0.095461538,NA,13,715,68,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","07"
"274",274,2017-08-01,"Hong Kong Island & Kowloon",29.25376344,482.9,2.299,0.076633333,NA,30,1650,126,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","08"
"275",275,2017-08-01,"New Territories East",29.20752688,426,0.518,0.057555556,NA,9,495,28,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","08"
"276",276,2017-08-01,"New Territories West",29.01660589,223.375,0.587,0.045153846,NA,13,715,32,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","08"
"277",277,2017-09-01,"Hong Kong Island & Kowloon",28.96111111,215.925,1.796,0.059866667,NA,30,1650,99,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","09"
"278",278,2017-09-01,"New Territories East",28.70777778,204.3333333,0.675,0.075,NA,9,495,37,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","09"
"279",279,2017-09-01,"New Territories West",28.77383333,202.625,0.679,0.052230769,NA,13,715,37,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","09"
"280",280,2017-10-01,"Hong Kong Island & Kowloon",26.5,95.025,1.023,0.0341,NA,30,1650,56,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","10"
"281",281,2017-10-01,"New Territories East",25.65591398,156.8333333,0.22,0.024444444,NA,9,495,12,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","10"
"282",282,2017-10-01,"New Territories West",26.02451613,80.75,0.175,0.013461538,NA,13,715,10,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","10"
"283",283,2017-11-01,"Hong Kong Island & Kowloon",22.41333333,31.65,0.256,0.008533333,NA,30,1650,14,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","11"
"284",284,2017-11-01,"New Territories East",21.59888889,20.16666667,0.069,0.007666667,NA,9,495,4,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","11"
"285",285,2017-11-01,"New Territories West",21.84809524,15.625,0.083,0.006384615,NA,13,715,5,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","11"
"286",286,2017-12-01,"Hong Kong Island & Kowloon",18.03978495,0.125,0.037,0.001233333,NA,30,1650,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","12"
"287",287,2017-12-01,"New Territories East",17.38494624,0,0.033,0.003666667,NA,9,495,2,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","12"
"288",288,2017-12-01,"New Territories West",17.80774194,0,0,0,NA,13,715,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2017","12"
"289",289,2018-01-01,"Hong Kong Island & Kowloon",16.07741935,61.425,0,0,NA,32,1760,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","01"
"290",290,2018-01-01,"New Territories East",15.4,71.16666667,0,0,NA,10,550,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","01"
"291",291,2018-01-01,"New Territories West",15.84,67.25,0,0,NA,15,825,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","01"
"292",292,2018-02-01,"Hong Kong Island & Kowloon",15.94642857,6.05,0,0,NA,32,1760,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","02"
"293",293,2018-02-01,"New Territories East",15.33571429,5.833333333,0,0,NA,10,550,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","02"
"294",294,2018-02-01,"New Territories West",15.75285714,6.875,0,0,NA,15,825,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","02"
"295",295,2018-03-01,"Hong Kong Island & Kowloon",20.58602151,24.675,0.02,0.000666667,NA,32,1760,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","03"
"296",296,2018-03-01,"New Territories East",20.13333333,16.66666667,0.016,0.001777778,NA,10,550,1,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","03"
"297",297,2018-03-01,"New Territories West",20.64774194,21.5,0,0,NA,15,825,0,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","03"
"298",298,2018-04-01,"Hong Kong Island & Kowloon",23.28666667,34.475,0.253,0.008433333,NA,32,1760,14,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","04"
"299",299,2018-04-01,"New Territories East",22.98,34.16666667,0.181,0.020111111,NA,10,550,10,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","04"
"300",300,2018-04-01,"New Territories West",23.24333333,46.5,0.118,0.009076923,NA,15,825,6,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","04"
"301",301,2018-05-01,"Hong Kong Island & Kowloon",27.95698925,72.325,2.547,0.0849,NA,32,1760,140,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","05"
"302",302,2018-05-01,"New Territories East",28.09892473,85.5,1.398,0.155333333,NA,10,550,77,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","05"
"303",303,2018-05-01,"New Territories West",28.17419355,57.875,1.298,0.099846154,NA,15,825,71,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","05"
"304",304,2018-06-01,"Hong Kong Island & Kowloon",28.39888889,495.8,3.19,0.106333333,NA,32,1760,175,"#VALUE!","#VALUE!",NA,"2010 ~ 2019","2018","06"
